"x" "y" "REND"
581257.893022453 5953473.5395107 2.69621500805964
581255.027006467 5953471.11277466 2.7667865929935
581252.090548244 5953468.63921984 2.61984612651293
581249.205971321 5953466.4476714 2.81799613666794
581247.745190246 5953456.66953659 2.28407296648791
581250.669677068 5953458.8222774 1.98109410910261
581253.335363001 5953461.05432312 1.34547003552899
581254.817459299 5953462.10019575 0.78225819917336
581260.261324656 5953466.9143052 0.0177880590976233
581263.374864448 5953468.35916176 0
581266.651499257 5953470.300766 0
581267.397525416 5953485.40553738 0.0157899920000391
581263.486119619 5953486.70599983 0.0595360354099836
581259.284618236 5953486.25814043 0.00399087709891099
581256.9264211 5953482.96234537 0.0482915634873751
581257.329175557 5953479.27189467 0.390662702491497
581259.427155258 5953476.38521056 1.05135974300631
581262.050123058 5953474.09214006 1.26750706505485
581265.626481657 5953472.3961558 1.63954029572685
581266.022279785 5953462.47979365 2.63454303402278
581263.375992503 5953460.10130556 2.71879174478932
581260.491415388 5953457.90976087 2.86242048564481
581257.525499078 5953455.81660378 2.78179326249167
581254.879462488 5953453.32824411 2.7872030221239
581252.064360222 5953451.17172228 2.60524358423339
581249.398468942 5953448.91749035 2.73383135217645
581247.454663749 5953440.9965899 2.77227669044659
581249.802558533 5953443.64724106 2.59081950192747
581252.78111026 5953445.47856863 2.5069448319474
581255.427655452 5953447.74716825 2.09156980033519
581258.231739897 5953449.59469591 1.86619909002875
581260.838849898 5953452.13363966 1.23301543009719
581263.730971949 5953453.88866555 0.694624249123714
581266.275121079 5953456.14157462 0.0436625185140182
581267.331767288 5953480.09315523 0.87157034614619
581263.254627124 5953480.71895556 0.0521051711883615
581260.083403778 5953478.35801131 0
581258.652182339 5953474.531378 0
581260.006444406 5953471.38748565 0.0520441848986844
581262.484375975 5953468.88461684 0.331401907720911
581265.421786362 5953467.19279656 0.744810230726885
581265.477146356 5953445.67048786 2.53717153255097
581262.552660707 5953443.51775205 2.41626868707715
581258.494268731 5953440.22789961 2.51134751010918
581257.141472092 5953439.13128172 2.33367129387972
581254.475687846 5953436.88814428 2.4312138759017
581259.781669623 5953391.45067021 1.28678008161888
581257.276045478 5953389.23168158 2.04248273147223
581254.595770446 5953387.1086787 4.17922185212997
581252.312331084 5953384.84098399 1.45861025119255
581249.716798201 5953382.6224772 1.29299499851905
581247.149714845 5953380.58696563 1.44840687028942
581247.853347304 5953416.45906712 2.00864371386492
581250.519124291 5953418.70220654 1.86785193102726
581253.464048609 5953420.81942923 1.80916946251069
581256.240665246 5953423.25810347 1.63883449377193
581258.946254505 5953425.45133929 1.51647961015795
581262.033493664 5953427.94955773 1.52359241011126
581264.851647686 5953430.33974171 1.48142866116381
581264.629492572 5953403.28869115 1.63056178940596
581261.663593028 5953401.19553563 1.51421199122436
581259.017571825 5953398.70717729 1.52829213208273
581256.070313202 5953396.47796728 1.50663337973654
581253.362639723 5953394.06287235 1.4226551608885
581250.633570343 5953391.67147173 1.27778496808754
581248.148298777 5953389.3178562 1.40921841858973
581245.240675538 5953386.92851168 1.29963674162007
581246.274099729 5953405.88667342 2.91947244938401
581248.960796701 5953408.32583388 2.00577500171923
581251.806773363 5953410.78844227 1.84475578691881
581254.653453606 5953413.14150394 1.99486937352009
581257.686553255 5953415.25684285 1.73915384678129
581260.683253108 5953417.6449775 1.86254477288514
581263.529236256 5953420.10758209 1.66495748804289
581264.762965059 5953412.21207809 1.76156992678741
581261.766266641 5953409.82394484 1.79046537051692
581259.038655974 5953407.54384412 1.77811637874455
581256.412318934 5953405.03036153 1.6261310827105
581253.467399725 5953402.91313987 1.46270557539335
581250.649258372 5953400.52295227 1.37277224071453
581247.761562429 5953397.99861611 1.27106483114592
581245.948522331 5953371.39880495 1.62828889563522
581248.608754881 5953373.64570999 1.47849106068769
581250.978591531 5953375.81939016 1.63733526075199
581253.417796744 5953378.23702037 1.52176813495942
581255.79158166 5953380.72460211 0.811097588880338
581259.535202576 5953383.97082034 1.53168232200013
581307.30387095 5953428.14508328 1.00632441090867
581309.678667355 5953424.22245305 1.29079815083118
581308.585858942 5953420.69753168 1.86712985645011
581306.858759205 5953417.63009266 2.01415410086379
581306.092428928 5953420.06209959 2.15881480067743
581280.68970685 5953449.33602482 2.02203710455667
581278.361422091 5953451.56515969 2.20635234271038
581276.013067197 5953454.06274257 2.51249385981028
581273.47852358 5953456.17270586 2.42504245585839
581271.113061488 5953458.62898538 2.65571380202347
581269.336643408 5953461.36515194 2.39263083709428
581266.174266815 5953383.33071065 1.31983344103415
581268.500728477 5953385.66118981 1.21801524760365
581272.137165048 5953388.84538409 1.43930877224207
581273.176275791 5953390.29959147 1.53630716953384
581276.809022347 5953393.5703426 1.73853953614772
581278.074062672 5953394.57926258 1.78985625294678
581280.118534919 5953397.23336445 2.00721052112567
581282.857086369 5953399.06017582 1.9892826516246
581285.183019282 5953401.29119684 2.10700548438083
581285.372839579 5953454.81601968 1.97426609676142
581282.909449439 5953457.21414742 2.00947045764653
581280.832268012 5953459.80955361 1.97296676855535
581278.303455757 5953462.00560875 1.6773080870798
581275.816370102 5953464.27029155 1.45644331742414
581273.399149922 5953466.57695881 1.15571102026792
581271.519227208 5953469.35059903 0.887157737150978
581269.936851173 5953472.27161272 0.825928224847468
581267.658858319 5953474.72971126 0.805082317163438
581250.162460343 5953496.48909024 0.53961622726914
581254.710005302 5953497.3919316 0.901897780954364
581257.490898249 5953494.24426639 1.02091122892253
581258.314393724 5953489.73262792 1.26960786972989
581255.83964863 5953487.08561349 1.71349432154376
581252.242296737 5953485.23361225 2.10526889295266
581248.413036 5953483.72445848 2.53762024025509
581248.282007197 5953473.98160886 0.612296885232103
581253.529929136 5953478.93314612 0
581255.092806427 5953482.1937938 0.0387567377263503
581257.574287356 5953485.61770293 0.645934546912824
581260.994681076 5953488.08955214 0.825200476267733
581265.141616692 5953487.41253255 0.992556434294594
581267.67351474 5953483.73827501 1.1456678955527
581267.169002454 5953479.66451326 1.51337096572249
581264.679252721 5953477.04564628 1.85967926033361
581261.195998208 5953475.3018043 2.44861582934883
581261.973365068 5953386.27751904 1.61838555959225
581263.169394055 5953387.35288876 1.56283957063213
581267.163632324 5953464.1207942 2.566667712179
581265.28223739 5953466.67165229 2.28779579160178
581263.417374486 5953469.51959163 1.92817152249548
581239.740757423 5953373.90294356 1.18667523991201
581235.75430256 5953370.85921774 1.10164555612121
581233.168254962 5953368.97050168 1.07769269594402
581230.703216239 5953366.69121088 1.24971361912855
581228.026531881 5953364.68131588 1.20244908432386
581225.541477726 5953362.43789407 1.2074869707856
581227.394706536 5953399.09958448 1.57212109913106
581230.031771898 5953401.26961053 1.69336329731845
581232.55837183 5953403.46454371 1.69366056019109
581235.003632167 5953405.75786451 1.71542764060736
581237.742176199 5953407.58469008 1.7470368094273
581240.166011816 5953410.12175914 1.78068247017085
581242.731199232 5953412.04562944 1.77730305551365
581245.368272396 5953414.21565088 1.85182200856907
581242.594663551 5953384.4401484 1.38829087420302
581239.759032291 5953382.30804691 1.36856763089423
581237.112672187 5953379.91845808 1.41776930150336
581234.146787206 5953377.82529326 1.38922587754163
581231.46010463 5953375.38612828 1.46016520688462
581228.594023548 5953372.94829085 1.34600288420133
581225.888459018 5953370.75504573 1.5159336708957
581227.879095188 5953390.51552498 1.51309453141238
581230.844983428 5953392.60869197 1.67468080975439
581234.864952162 5953396.27983191 1.92540637425982
581237.820962486 5953398.71717604 1.74698405615731
581240.833639457 5953400.87644015 1.6884450319525
581243.436451987 5953403.63183678 2.1977653005912
581245.074869739 5953395.55945529 1.23832026009045
581242.368246841 5953393.25528609 1.30241855696309
581239.502156763 5953390.81745221 1.25091990086499
581236.546149411 5953388.38010865 1.18192766164153
581233.619879064 5953386.12682779 1.14030846807253
581230.801748676 5953383.73663382 1.08821291185944
581228.155741956 5953381.24826618 0.961463037223781
581225.250134844 5953378.98165132 0.951542389836512
581224.315700306 5953350.46688179 1.43971081286605
581226.776163541 5953352.76174598 1.54053247153054
581229.193035861 5953355.19122719 1.55946438896406
581231.699907047 5953357.63133852 1.57033943135572
581234.203645502 5953359.75831114 1.60841113520449
581236.417991134 5953362.11219119 1.71064328043069
581303.419793771 5953418.08151583 1.52752361284415
581305.682670808 5953433.14714924 2.02957570362891
581303.561415485 5953435.69637071 1.75941220498096
581301.074343854 5953437.96106115 1.82191523346253
581298.907406583 5953440.46565109 1.80049425089442
581296.603868543 5953442.93916294 1.89271025792187
581294.411595394 5953445.30083062 1.99928660747315
581291.972006953 5953447.7202638 2.11697764714218
581289.981184497 5953450.00211661 2.05637066614687
581287.56501291 5953452.44326151 2.02864763434066
581268.319224103 5953473.85915032 0
581268.946302658 5953477.42851253 0
581269.290883147 5953481.5489868 0
581268.006796919 5953469.37898096 2.25787736603114
581268.057862147 5953465.45512124 2.47990126155123
581270.047478475 5953460.03516237 0
581271.351813261 5953463.29130794 0
581271.883822456 5953466.84743945 0
581271.627907355 5953470.42619255 0.37326596435896
581271.480903507 5953473.96045688 1.77301333070506
581270.546640659 5953478.06230437 1.71700245855866
581268.570602529 5953465.44266472 1.08489867153483
581272.000705981 5953463.97568281 1.21306122096354
581275.082506546 5953461.56859446 1.61814349128293
581276.501001598 5953458.12830694 1.87009517588676
581275.92808369 5953454.64705253 2.23620761851536
581273.608891029 5953451.76991328 2.19714912227465
581270.886143628 5953449.82400188 2.20446427764323
581267.9818826 5953447.65758317 2.29371939894954
581268.292937932 5953441.82374513 1.00720474434509
581271.012223296 5953443.54683137 0.680863202144255
581273.733017808 5953445.38116053 0.0436284620178937
581277.642511222 5953448.79939153 0
581280.696064822 5953450.71579101 0
581284.471342027 5953451.00824682 0
581285.491019302 5953412.95194067 1.22914319983141
581283.045743832 5953410.65863397 1.39181510874146
581280.350500971 5953408.79590048 1.39388042953926
581277.823782912 5953406.58988819 1.49405594993571
581275.318149675 5953404.37090471 1.40446833143966
581272.742727536 5953402.1276271 1.40515082460986
581270.198090484 5953400.17934143 1.28461942289893
581267.429576703 5953398.05829192 1.34895759038231
581267.43996111 5953432.9044756 1.29895603969792
581270.467293973 5953435.14687197 1.12485291268191
581273.475475258 5953437.06316587 0.876227942058063
581278.370769771 5953414.88128447 1.51332328738344
581275.504662156 5953412.44346235 1.59047446342585
581272.799073232 5953410.25023168 1.52239303377529
581270.002950296 5953407.94691607 1.61212480676937
581267.255831556 5953405.80217128 1.56364327177133
581266.434972687 5953422.3852772 1.60888839621439
581269.431677439 5953424.77340887 1.37903589036532
581272.257980219 5953427.26113411 1.3722076132403
581275.293448576 5953429.48843353 1.18166198201305
581278.119754635 5953431.97615688 1.01218232110291
581279.420994731 5953433.28442593 0.62560174624549
581285.777401558 5953437.15505897 0.089382108399098
581284.552545063 5953428.0618307 1.75580375200586
581281.607611173 5953425.94461849 1.72563051298814
581278.741499015 5953423.50679741 1.71149752761506
581276.056028465 5953421.28879009 1.68331987044325
581273.260948671 5953419.09640463 1.54894594095719
581270.334658375 5953416.84313601 1.73634607551484
581267.468552465 5953414.40531125 1.73301889706725
581266.69602068 5953390.96283776 1.64480426695241
581269.376300616 5953393.08583692 1.55611142963952
581270.572331442 5953394.16120564 1.61249399755395
581272.967523136 5953396.62508753 2.15033504801882
581276.713022389 5953399.98298549 4.15753423985825
581279.152241615 5953402.40060856 1.51282278029043
581281.591462203 5953404.81823095 1.43645782382189
581283.940148568 5953407.12576871 1.30399491171846
581285.205156118 5953444.43447802 1.75942373074265
581283.083891849 5953446.98369425 1.81414713952124
581251.710782349 5953434.88016135 2.12532205476928
581249.044822218 5953432.5267924 2.17993657036796
581247.682931374 5953424.64593305 2.24471644704224
581250.028576621 5953426.63178544 2.38103556348328
581252.665551256 5953428.7907118 2.30347864604214
581255.192164959 5953430.98563848 2.25654999007318
581257.858423039 5953433.46031333 2.0940823353517
581260.293351758 5953435.42313227 2.00285452996633
581262.939895925 5953437.69172959 1.60390383203222
581265.662638422 5953439.63764343 1.39948836070792
581265.01385499 5953395.83882866 1.32813423373576
581262.528886799 5953393.60651024 1.40822406699171
581303.058912084 5953416.54195319 2.14047530815028
581299.11496529 5953418.12983295 2.09829849885919
581297.859104486 5953421.67180997 1.87022858938947
581298.882044592 5953425.2263245 1.74564991093322
581299.295742696 5953429.41314137 1.93764565201552
581297.337980858 5953433.07683996 1.96345071128697
581293.524197975 5953434.20038927 2.09405987744623
581290.234301284 5953432.66760657 1.86847609871952
581287.289469216 5953430.56148918 1.81489558081638
581286.335347723 5953409.58964695 1.39965987684957
581288.839114333 5953411.71660401 1.16493559032358
581291.144024166 5953414.1805542 1.07985111688908
581293.56039429 5953416.51056399 0.541504105601704
581295.934597483 5953418.77850709 0.0333136764264924
581297.487126056 5953419.66889214 0
581301.559816491 5953423.44517196 0
581303.217825389 5953425.26856871 0
581305.075919077 5953427.85332659 0
581303.036074543 5953429.68472549 0
581302.89772564 5953428.86883575 0
581303.149313553 5953427.39870778 0
581304.024074478 5953426.03660453 0.048279829182868
581303.718585445 5953424.30460259 0.444776200656978
581303.848950707 5953422.53043862 3.08728823638906
581305.508997687 5953418.34712302 6.98310184862901
581305.18072332 5953418.86235498 2.00245077164753
581305.487256986 5953419.81815041 1.71226724252216
581303.139202505 5953424.80894063 1.94135972475749
581301.245620051 5953427.39781953 1.7696383798475
581298.758550215 5953429.66250936 1.66070633468333
581296.520232212 5953432.10319712 1.53341947930018
581294.331293364 5953434.69658527 1.49758178217219
581292.164355051 5953437.20117352 1.50735237127932
581289.883746502 5953439.68570736 1.59527321920593
581287.621039591 5953441.88159061 1.68206343788665
581288.772463581 5953404.59786519 2.25999081593261
581290.057168867 5953405.67162813 2.85295328546837
581293.689928267 5953408.94237227 1.96264734680654
581294.885964317 5953410.01773768 1.7034738765196
581297.302976803 5953412.45829307 1.55640908809873
581300.871773797 5953415.9102984 1.5826541199572
581240.077277239 5953365.67430567 1.6334524550747
581241.428608569 5953366.67927103 1.65860403850494
581243.755707521 5953369.12029641 1.58279738674168
581246.124735613 5953489.99912472 2.65750084150472
581243.813595466 5953492.26538996 2.69461619244336
581223.914785966 5953494.08431142 1.39865118099378
581227.171774297 5953495.9725139 0.939973196391495
581226.969250213 5953487.47691249 2.7589294401328
581224.212745467 5953485.01345132 2.90219423240438
581221.265468063 5953482.78422932 2.76023640634856
581218.578757296 5953480.34506022 2.94897307803687
581215.752454075 5953477.85731752 2.81718444017287
581212.630585201 5953475.72401227 2.87037913466513
581210.007207781 5953472.99303048 2.73462920284874
581208.927333676 5953459.93362839 2.8686285078775
581211.836436324 5953462.43428245 2.44383420374853
581214.592278214 5953465.00723332 2.52830965711585
581217.680989515 5953467.61675751 2.45577627243303
581218.993299591 5953468.87279799 2.53159682783344
581223.463512425 5953472.65206358 2.49427777203969
581224.925484093 5953473.72271881 2.50438098792167
581227.831227419 5953476.00042691 2.325125075996
581227.693107517 5953467.1440137 2.50579610145731
581224.67542238 5953464.77993084 2.56864402971337
581221.744506395 5953462.30260072 2.57928172456581
581219.030085361 5953459.58207214 2.68033463243648
581216.303838259 5953457.40215503 2.59493773913939
581213.597204459 5953455.0979768 2.79570453105777
581210.710548682 5953452.68455741 2.6366479319324
581207.844448532 5953450.24671301 2.74342204272327
581209.619490397 5953442.89058697 2.6650642966923
581212.616185748 5953445.2787382 2.73539501973169
581215.502840456 5953447.69215694 2.67366759151588
581218.209473277 5953449.99633456 2.58045771052348
581221.138507538 5953452.36199314 2.57983971722351
581223.833987015 5953455.00926604 2.71656085852311
581226.779021055 5953457.13759076 2.61963927367215
581226.594460936 5953447.76428692 2.82062806536534
581223.817846043 5953445.32560321 2.82928018133711
581221.091706711 5953443.15678054 2.84906502612305
581218.245729394 5953440.69416208 2.79747177564753
581215.360123734 5953438.39167338 2.82497989577153
581212.524482423 5953436.25956291 2.73063640622233
581209.616749455 5953433.85911351 2.73113930591702
581206.970733794 5953431.37073938 2.64740520678314
581208.381964432 5953423.3527695 2.67451983592255
581235.428082061 5953437.72026744 2.41946062632069
581232.761934826 5953435.25667865 2.48192231475973
581230.014817339 5953433.11192206 2.41229467771124
581227.348673095 5953430.64833163 2.34061855664234
581228.412787429 5953425.98603441 2.54997609000292
581231.248534983 5953428.1292326 2.75403383835729
581233.844077085 5953430.34774495 2.66871624333618
581236.640197844 5953432.65107219 2.79237713919896
581239.325662119 5953434.86909165 2.77081681457273
581241.960837828 5953436.92747079 2.87721942550141
581244.60737747 5953439.19607366 2.7397481210931
581244.967469775 5953429.38373332 1.98638397910967
581242.261779008 5953427.17940023 2.06934394392259
581239.615244422 5953424.91079666 1.89510712077045
581236.811172315 5953423.06326307 2.09018146594635
581234.263168944 5953420.89202619 1.7835598404565
581231.707912631 5953418.40389734 1.78672431563122
581228.960800561 5953416.25914047 1.78547767661794
581226.475731511 5953414.01571885 1.78730311231595
581226.741425992 5953373.31051536 0.0113274884746444
581229.260867668 5953377.9010394 0.0601687060039658
581232.771964491 5953381.17620677 0.0873492426755982
581237.377176868 5953382.2567747 0.130786015053694
581241.675826533 5953380.32166375 0.240935991999211
581243.44856547 5953376.11246484 0.669839364333284
