x y REND
-62.0919525369152 -36.5607152031555 2.69621500805964
-62.0919843046732 -36.5607373215649 2.7667865929935
-62.0920168546054 -36.5607598679831 2.61984612651293
-62.0920488546012 -36.5607798679831 2.81799613666794
-62.0920641454128 -36.5608681320201 2.28407296648791
-62.0920316953449 -36.5608484784383 1.98109410910261
-62.0920021454045 -36.5608281320201 1.34547003552899
-62.0919856953388 -36.5608185784383 0.78225819917336
-62.0919253754866 -36.5607747209497 0.0177880590976233
-62.0918907384052 -36.560761432082 0
-62.0918543313838 -36.5607436516586 0
-62.0918475892095 -36.5606074343346 0.0157899920000391
-62.0918914308813 -36.5605960449196 0.0595360354099836
-62.0919383295125 -36.5606004394832 0.00399087709891099
-62.0919643313771 -36.5606303483446 0.0482915634873751
-62.0919594418456 -36.5606635796509 0.390662702491497
-62.0919356953169 -36.5606894215649 1.05135974300631
-62.091906145384 -36.5607098679831 1.26750706505485
-62.0918660056086 -36.5607248511372 1.63954029572685
-62.0918605368954 -36.5608142031555 2.63454303402278
-62.0918898545895 -36.5608358679831 2.71879174478932
-62.0919218545853 -36.5608558679831 2.86242048564481
-62.0919547738315 -36.5608749880349 2.78179326249167
-62.0919840771835 -36.5608976431966 2.7872030221239
-62.0920153046366 -36.5609173215649 2.60524358423339
-62.0920448545682 -36.5609378679832 2.73383135217645
-62.0920657384525 -36.561009432082 2.77227669044659
-62.0920397834868 -36.5609853394213 2.59081950192747
-62.0920066953693 -36.5609685784383 2.5069448319474
-62.0919773631185 -36.5609479041473 2.09156980033519
-62.091946226175 -36.5609310119683 1.86619909002875
-62.0919173631101 -36.5609079041473 1.23301543009719
-62.0918852327364 -36.5608918382674 0.694624249123714
-62.091857043028 -36.5608713140963 0.0436625185140182
-62.0918477634806 -36.5606553255399 0.87157034614619
-62.0918933858527 -36.5606500316093 0.0521051711883615
-62.091928570775 -36.5606715829643 0
-62.0919441589928 -36.5607061978943 0
-62.091928695326 -36.5607344215649 0.0520441848986844
-62.0919007438198 -36.5607567714386 0.331401907720911
-62.0918677438233 -36.5607717714386 0.744810230726885
-62.0918648545623 -36.5609657679831 2.53717153255097
-62.0918973046228 -36.5609854215649 2.41626868707715
-62.0919423046167 -36.5610154215649 2.51134751010918
-62.0919573046147 -36.5610254215649 2.33367129387972
-62.0919868545456 -36.5610458679831 2.4312138759017
-62.0919227737172 -36.5614549880349 1.28678008161888
-62.0919505367631 -36.5614752031555 2.04248273147223
-62.0919802614504 -36.5614945679212 4.17922185212997
-62.0920055367551 -36.5615152031555 1.45861025119255
-62.0920343045111 -36.561535421565 1.29299499851905
-62.0920627736977 -36.5615539880349 1.44840687028942
-62.0920586954225 -36.5612305784383 2.00864371386492
-62.0920291454843 -36.5612101320201 1.86785193102726
-62.0919964631754 -36.5611907968477 1.80916946251069
-62.0919656954099 -36.5611685784383 1.63883449377193
-62.0919356954059 -36.5611485784383 1.51647961015795
-62.0919014631624 -36.5611257968477 1.52359241011126
-62.0918702262091 -36.5611040119683 1.48142866116381
-62.0918698544825 -36.5613478679832 1.63056178940596
-62.0919027737346 -36.5613669880349 1.51421199122436
-62.0919320770821 -36.5613896431966 1.52829213208273
-62.0919647737261 -36.5614099880349 1.50663337973654
-62.0919947737217 -36.5614319880349 1.4226551608885
-62.0920250153056 -36.5614537762686 1.27778496808754
-62.0920525367631 -36.5614752031555 1.40921841858973
-62.0920847737089 -36.5614969880349 1.29963674162007
-62.0920752262528 -36.5613260119683 2.91947244938401
-62.092045463198 -36.5613037968477 2.00577500171923
-62.0920139228911 -36.5612813568066 1.84475578691881
-62.0919823631846 -36.5612599041473 1.99486937352009
-62.0919486954245 -36.5612405784383 1.73915384678129
-62.091915463181 -36.5612187968478 1.86254477288514
-62.0918839228736 -36.5611963568066 1.66495748804289
-62.0918693045655 -36.5612674215649 1.76156992678741
-62.0919025368004 -36.5612892031555 1.79046537051692
-62.0919327737458 -36.5613099880349 1.77811637874455
-62.0919618544856 -36.5613328679831 1.6261310827105
-62.0919945367878 -36.5613522031555 1.46270557539335
-62.0920257737332 -36.561373988035 1.37277224071453
-62.0920577737286 -36.5613969880349 1.27106483114592
-62.0920752263141 -36.5616369119683 1.62828889563522
-62.0920457385683 -36.561616432082 1.47849106068769
-62.092019487922 -36.5615966369471 1.63733526075199
-62.0919924879178 -36.5615746369471 1.52176813495942
-62.0919662262974 -36.5615520119683 0.811097588880338
-62.0919247385504 -36.561522432082 1.53168232200013
-62.0913956475052 -36.5611201803967 1.00632441090867
-62.0913686982313 -36.5611553365949 1.29079815083118
-62.0913805368208 -36.5611872031555 1.86712985645011
-62.0913995110821 -36.5612150000016 2.01415410086379
-62.0914083305328 -36.5611931432469 2.15881480067743
-62.0916952615622 -36.560931432082 2.02203710455667
-62.0917215122063 -36.560911536947 2.20635234271038
-62.0917480154194 -36.5608892237346 2.51249385981028
-62.0917765581225 -36.5608704203523 2.42504245585839
-62.0918032480973 -36.5608484808901 2.65571380202347
-62.0918233858285 -36.5608239683939 2.39263083709428
-62.091850487909 -36.561527636947 1.31983344103415
-62.0918247385473 -36.561506432082 1.21801524760365
-62.0917844419829 -36.5614774203524 1.43930877224207
-62.0917729846919 -36.5614642237347 1.53630716953384
-62.0917327385336 -36.561434432082 1.73853953614772
-62.091718709797 -36.5614252300297 1.78985625294678
-62.0916961455242 -36.5614011320201 2.00721052112567
-62.0916657385241 -36.561384432082 1.9892826516246
-62.0916399846725 -36.5613641237346 2.10700548438083
-62.0916435122119 -36.560881636947 1.97426609676142
-62.0916712903031 -36.5608602300297 2.00947045764653
-62.0916947738433 -36.5608370119683 1.97296676855535
-62.0917232615839 -36.560817432082 1.6773080870798
-62.0917512903142 -36.5607972300298 1.45644331742414
-62.0917785428095 -36.5607766435774 1.15571102026792
-62.0917998410044 -36.5607518021089 0.887157737150978
-62.091817830063 -36.5607256068917 0.825928224847468
-62.0918435428203 -36.5607036435774 0.805082317163438
-62.0920413360111 -36.5605089943825 0.53961622726914
-62.091990618877 -36.5605004692218 0.901897780954364
-62.0919592142885 -36.5605286054999 1.02091122892253
-62.0919495369445 -36.5605692031555 1.26960786972989
-62.091976909503 -36.5605932738489 1.71349432154376
-62.0920169094991 -36.560610273849 2.10526889295266
-62.0920595369335 -36.5606242031556 2.53762024025509
-62.0920599733151 -36.5607120359817 0.612296885232103
-62.0920018573932 -36.560666956436 0
-62.0919847383816 -36.560637432082 0.0387567377263503
-62.0919573724983 -36.5606063579178 0.645934546912824
-62.0919194151685 -36.5605837856724 0.825200476267733
-62.0918730075672 -36.5605895353617 0.992556434294594
-62.0918443295106 -36.5606224394832 1.1456678955527
-62.0918495369265 -36.5606592031556 1.51337096572249
-62.0918770801102 -36.5606830214286 1.85967926033361
-62.0919158166604 -36.5606990368083 2.44861582934883
-62.0918977385464 -36.561501432082 1.61838555959225
-62.0918844879023 -36.5614916369471 1.56283957063213
-62.0918479569831 -36.5607993140963 2.566667712179
-62.0918692481082 -36.5607764808901 2.28779579160178
-62.0918903858404 -36.5607509683939 1.92817152249548
-62.0921448544267 -36.5616148679831 1.18667523991201
-62.0921890770299 -36.5616426431966 1.10164555612121
-62.0922177736768 -36.5616598880349 1.07769269594402
-62.0922450770221 -36.5616806431967 1.24971361912855
-62.0922747736691 -36.5616989880349 1.20244908432386
-62.0923023044737 -36.561719421565 1.2074869707856
-62.0922854632151 -36.5613887968477 1.57212109913106
-62.0922562262613 -36.5613690119683 1.69336329731845
-62.0922282262574 -36.5613490119683 1.69366056019109
-62.092201145509 -36.5613281320201 1.71542764060736
-62.0921707385101 -36.5613114320821 1.7470368094273
-62.0921439228926 -36.5612883568067 1.78068247017085
-62.0921154631914 -36.5612707968477 1.77730305551365
-62.092086226238 -36.5612510119683 1.85182200856907
-62.0921140770553 -36.5615196431966 1.38829087420302
-62.0921455367503 -36.5615391031555 1.36856763089423
-62.092174854438 -36.5615608679831 1.41776930150336
-62.0922077736926 -36.5615799880349 1.38922587754163
-62.0922375367377 -36.5616022031556 1.46016520688462
-62.092269304493 -36.561624421565 1.34600288420133
-62.0922993044889 -36.5616444215649 1.5159336708957
-62.0922791455378 -36.5614661320201 1.51309453141238
-62.0922462262767 -36.5614470119683 1.67468080975439
-62.0922016954597 -36.5614135784383 1.92540637425982
-62.0921689229138 -36.5613913568066 1.74698405615731
-62.0921354878798 -36.561371636947 1.6884450319525
-62.0921066954461 -36.5613465784383 2.1977653005912
-62.0920875367743 -36.5614192031556 1.23832026009045
-62.0921175367701 -36.5614402031555 1.30241855696309
-62.0921493045259 -36.5614624215649 1.25091990086499
-62.0921820770625 -36.5614846431966 1.18192766164153
-62.0922145367571 -36.5615052031555 1.14030846807253
-62.092245773703 -36.5615269880349 1.08821291185944
-62.0922750770491 -36.5615496431966 0.961463037223781
